day;hour; production 
2015-05-18;4; 2,520 
2015-05-18;5; 2,448 
2015-05-18;6; 2,377 
2015-05-18;7; 2,311 
2015-05-18;8; 2,244 
2015-05-18;9; 2,181 
2015-05-18;10; 2,122 
2015-05-18;11; 2,078 
2015-05-18;12; 2,041 
2015-05-18;13; 2,024 
2015-05-18;14; 2,062 
2015-05-18;15; 2,144 
2015-05-18;16; 2,287 
2015-05-18;17; 2,477 
2015-05-18;18; 2,686 
2015-05-18;19; 2,882 
2015-05-18;20; 3,033 
2015-05-18;21; 3,139 
2015-05-18;22; 3,193 
2015-05-18;23; 3,210 
2015-05-18;24; 3,189 
2015-05-19;1; 3,148 
2015-05-19;2; 3,087 
2015-05-19;3; 3,015 
2015-05-19;4; 2,929 
2015-05-19;5; 2,845 
2015-05-19;6; 2,753 
2015-05-19;7; 2,666 
2015-05-19;8; 2,583 
2015-05-19;9; 2,494 
2015-05-19;10; 2,427 
2015-05-19;11; 2,353 
2015-05-19;12; 2,293 
2015-05-19;13; 2,239 
2015-05-19;14; 2,194 
2015-05-19;15; 2,159 
2015-05-19;16; 2,139 
2015-05-19;17; 2,124 
2015-05-19;18; 2,128 
2015-05-19;19; 2,157 
2015-05-19;20; 2,216 
2015-05-19;21; 2,269 
2015-05-19;22; 2,299 
2015-05-19;23; 2,300 
2015-05-19;24; 2,290 
2015-05-20;1; 2,269 
2015-05-20;2; 2,238 
2015-05-20;3; 2,206 
2015-05-20;4; 2,168 
2015-05-20;5; 2,136 
2015-05-20;6; 2,103 
2015-05-20;7; 2,082 
2015-05-20;8; 2,344 
2015-05-20;9; 2,302 
2015-05-20;10; 2,295 
2015-05-20;11; 2,321 
2015-05-20;12; 2,435 
2015-05-20;13; 2,523 
2015-05-20;14; 2,763 
2015-05-20;15; 3,049 
2015-05-20;16; 3,326 
2015-05-20;17; 3,517 
2015-05-20;18; 3,674 
2015-05-20;19; 3,775 
2015-05-20;20; 3,840 
2015-05-20;21; 3,859 
2015-05-20;22; 3,839 
2015-05-20;23; 3,779 
2015-05-20;24; 3,694 
2015-05-21;1; 3,588 
2015-05-21;2; 3,471 
2015-05-21;3; 3,353 
2015-05-21;4; 3,225 
2015-05-21;5; 3,104 
2015-05-21;6; 2,993 
2015-05-21;7; 2,882 
2015-05-21;8; 2,779 
2015-05-21;9; 2,672 
2015-05-21;10; 2,582 
2015-05-21;11; 2,500 
2015-05-21;12; 2,424 
2015-05-21;13; 2,367 
2015-05-21;14; 2,329 
2015-05-21;15; 2,335 
2015-05-21;16; 2,394 
2015-05-21;17; 2,504 
2015-05-21;18; 2,652 
2015-05-21;19; 2,835 
2015-05-21;20; 3,053 
2015-05-21;21; 3,294 
2015-05-21;22; 3,505 
2015-05-21;23; 3,679 
2015-05-21;24; 3,809 
2015-05-22;1; 3,891 
2015-05-22;2; 3,952 
2015-05-22;3; 4,028 
2015-05-22;4; 4,160 
2015-05-22;5; 4,399 
2015-05-22;6; 4,751 
2015-05-22;7; 5,034 
2015-05-22;8; 5,068 
2015-05-22;9; 5,066 
2015-05-22;10; 5,058 
2015-05-22;11; 5,064 
2015-05-22;12; 5,063 
2015-05-22;13; 5,064 
2015-05-22;14; 5,068 
2015-05-22;15; 5,076 
2015-05-22;16; 5,070 
2015-05-22;17; 5,072 
2015-05-22;18; 5,075 
2015-05-22;19; 5,073 
2015-05-22;20; 5,068 
2015-05-22;21; 5,068 
2015-05-22;22; 5,069 
2015-05-22;23; 5,061 
2015-05-22;24; 5,060 
2015-05-23;1; 5,064 
2015-05-23;2; 5,059 
2015-05-23;3; 5,059 
2015-05-23;4; 5,055 
2015-05-23;5; 5,054 
2015-05-23;6; 5,049 
2015-05-23;7; 4,965 
2015-05-23;8; 4,943 
2015-05-23;9; 5,034 
2015-05-23;10; 5,056 
2015-05-23;11; 5,063 
2015-05-23;12; 5,058 
2015-05-23;13; 4,986 
2015-05-23;14; 4,795 
2015-05-23;15; 4,627 
2015-05-23;16; 4,519 
2015-05-23;17; 4,461 
2015-05-23;18; 4,437 
2015-05-23;19; 4,413 
2015-05-23;20; 4,355 
2015-05-23;21; 4,267 
2015-05-23;22; 4,114 
2015-05-23;23; 3,945 
2015-05-23;24; 3,772 
2015-05-24;1; 3,615 
2015-05-24;2; 3,471 
2015-05-24;3; 3,330 
2015-05-24;4; 3,190 
2015-05-24;5; 3,074 
2015-05-24;6; 2,957 
2015-05-24;7; 2,855 
2015-05-24;8; 2,759 
2015-05-24;9; 2,661 
2015-05-24;10; 2,578 
2015-05-24;11; 2,505 
2015-05-24;12; 2,481 
2015-05-24;13; 2,469 
2015-05-24;14; 2,455 
2015-05-24;15; 2,506 
2015-05-24;16; 2,588 
2015-05-24;17; 2,693 
2015-05-24;18; 2,849 
2015-05-24;19; 3,052 
2015-05-24;20; 3,249 
2015-05-24;21; 3,460 
2015-05-24;22; 3,644 
2015-05-24;23; 3,787 
2015-05-24;24; 3,896 
2015-05-25;1; 3,953 
2015-05-25;2; 3,961 
2015-05-25;3; 3,928 
2015-05-25;4; 3,867 
2015-05-25;5; 3,789 
2015-05-25;6; 3,703 
2015-05-25;7; 3,626 
2015-05-25;8; 3,521 
2015-05-25;9; 3,453 
2015-05-25;10; 3,363 
2015-05-25;11; 3,293 
2015-05-25;12; 3,257 
2015-05-25;13; 3,288 
2015-05-25;14; 3,421 
2015-05-25;15; 3,689 
2015-05-25;16; 4,022 
2015-05-25;17; 4,434 
2015-05-25;18; 4,885 
2015-05-25;19; 5,052 
2015-05-25;20; 5,063 
2015-05-25;21; 5,065 
2015-05-25;22; 5,068 
2015-05-25;23; 5,069 
2015-05-25;24; 5,068 
2015-05-26;1; 5,065 
2015-05-26;2; 5,067 
2015-05-26;3; 5,060 
2015-05-26;4; 5,014 
2015-05-26;5; 4,834 
2015-05-26;6; 4,662 
2015-05-26;7; 4,508 
2015-05-26;8; 4,348 
2015-05-26;9; 4,185 
2015-05-26;10; 4,030 
2015-05-26;11; 3,888 
2015-05-26;12; 3,771 
2015-05-26;13; 3,692 
2015-05-26;14; 3,672 
2015-05-26;15; 3,741 
2015-05-26;16; 3,919 
2015-05-26;17; 4,193 
2015-05-26;18; 4,471 
2015-05-26;19; 4,679 
2015-05-26;20; 4,811 
2015-05-26;21; 4,915 
2015-05-26;22; 4,966 
2015-05-26;23; 4,978 
2015-05-26;24; 4,966 
2015-05-27;1; 4,941 
2015-05-27;2; 4,922 
2015-05-27;3; 4,892 
2015-05-27;4; 4,820 
2015-05-27;5; 4,752 
2015-05-27;6; 4,677 
2015-05-27;7; 4,606 
2015-05-27;8; 4,529 
2015-05-27;9; 4,437 
2015-05-27;10; 4,330 
2015-05-27;11; 4,240 
2015-05-27;12; 4,201 
2015-05-27;13; 4,269 
2015-05-27;14; 4,477 
2015-05-27;15; 4,767 
2015-05-27;16; 4,976 
2015-05-27;17; 5,036 
2015-05-27;18; 5,057 
2015-05-27;19; 5,062 
2015-05-27;20; 5,067 
2015-05-27;21; 5,062 
2015-05-27;22; 5,056 
2015-05-27;23; 5,062 
2015-05-27;24; 5,062 
2015-05-28;1; 5,059 
2015-05-28;2; 5,056 
2015-05-28;3; 4,997 
2015-05-28;4; 4,851 
2015-05-28;5; 4,727 
2015-05-28;6; 4,601 
2015-05-28;7; 4,477 
2015-05-28;8; 4,342 
2015-05-28;9; 4,197 
2015-05-28;10; 4,063 
2015-05-28;11; 3,933 
2015-05-28;12; 3,805 
2015-05-28;13; 3,699 
2015-05-28;14; 3,628 
2015-05-28;15; 3,606 
2015-05-28;16; 3,644 
2015-05-28;17; 3,768 
2015-05-28;18; 3,947 
2015-05-28;19; 4,105 
2015-05-28;20; 4,222 
2015-05-28;21; 4,308 
2015-05-28;22; 4,366 
2015-05-28;23; 4,396 
2015-05-28;24; 4,394 
2015-05-29;1; 4,379 
2015-05-29;2; 4,360 
2015-05-29;3; 4,384 
2015-05-29;4; 4,381 
2015-05-29;5; 4,385 
2015-05-29;6; 4,377 
2015-05-29;7; 4,382 
2015-05-29;8; 4,449 
2015-05-29;9; 4,508 
2015-05-29;10; 4,506 
2015-05-29;11; 4,476 
2015-05-29;12; 4,457 
2015-05-29;13; 4,473 
2015-05-29;14; 4,589 
2015-05-29;15; 4,826 
2015-05-29;16; 5,026 
2015-05-29;17; 5,069 
2015-05-29;18; 5,061 
2015-05-29;19; 5,067 
2015-05-29;20; 5,065 
2015-05-29;21; 5,062 
2015-05-29;22; 5,064 
2015-05-29;23; 5,065 
2015-05-29;24; 5,057 
2015-05-30;1; 5,055 
2015-05-30;2; 5,018 
2015-05-30;3; 4,853 
2015-05-30;4; 4,684 
2015-05-30;5; 4,537 
2015-05-30;6; 4,379 
2015-05-30;7; 4,222 
2015-05-30;8; 4,067 
2015-05-30;9; 3,916 
2015-05-30;10; 3,769 
2015-05-30;11; 3,641 
2015-05-30;12; 3,530 
2015-05-30;13; 3,446 
2015-05-30;14; 3,414 
2015-05-30;15; 3,418 
2015-05-30;16; 3,441 
2015-05-30;17; 3,484 
2015-05-30;18; 3,546 
2015-05-30;19; 3,619 
2015-05-30;20; 3,691 
2015-05-30;21; 3,763 
2015-05-30;22; 3,817 
2015-05-30;23; 3,851 
2015-05-30;24; 3,874 
2015-05-31;1; 3,933 
2015-05-31;2; 4,033 
2015-05-31;3; 4,175 
2015-05-31;4; 4,366 
2015-05-31;5; 4,604 
2015-05-31;6; 4,874 
2015-05-31;7; 5,042 
2015-05-31;8; 5,059 
2015-05-31;9; 5,057 
2015-05-31;10; 5,059 
2015-05-31;11; 5,062 
2015-05-31;12; 5,060 
2015-05-31;13; 5,056 
2015-05-31;14; 5,060 
2015-05-31;15; 5,061 
2015-05-31;16; 5,064 
2015-05-31;17; 5,065 
2015-05-31;18; 5,069 
2015-05-31;19; 5,066 
2015-05-31;20; 5,072 
2015-05-31;21; 5,061 
2015-05-31;22; 5,065 
2015-05-31;23; 5,063 
2015-05-31;24; 5,060 
2015-06-01;1; 5,061 
2015-06-01;2; 5,062 
2015-06-01;3; 5,060 
2015-06-01;4; 5,058 
2015-06-01;5; 5,059 
2015-06-01;6; 5,058 
2015-06-01;7; 5,057 
2015-06-01;8; 5,024 
2015-06-01;9; 4,980 
2015-06-01;10; 4,816 
2015-06-01;11; 4,669 
2015-06-01;12; 4,549 
2015-06-01;13; 4,456 
2015-06-01;14; 4,474 
2015-06-01;15; 4,687 
2015-06-01;16; 4,979 
2015-06-01;17; 5,050 
2015-06-01;18; 5,061 
2015-06-01;19; 5,059 
2015-06-01;20; 5,059 
2015-06-01;21; 5,060 
2015-06-01;22; 5,060 
2015-06-01;23; 5,061 
2015-06-01;24; 5,062 
2015-06-02;1; 5,068 
2015-06-02;2; 5,065 
2015-06-02;3; 5,055 
2015-06-02;4; 5,055 
2015-06-02;5; 5,051 
2015-06-02;6; 5,017 
2015-06-02;7; 4,834 
2015-06-02;8; 4,652 
2015-06-02;9; 4,492 
2015-06-02;10; 4,336 
2015-06-02;11; 4,184 
2015-06-02;12; 4,039 
2015-06-02;13; 3,921 
2015-06-02;14; 3,822 
2015-06-02;15; 3,748 
2015-06-02;16; 3,700 
2015-06-02;17; 3,677 
2015-06-02;18; 3,682 
2015-06-02;19; 3,755 
2015-06-02;20; 3,862 
2015-06-02;21; 3,935 
2015-06-02;22; 4,003 
2015-06-02;23; 4,068 
2015-06-02;24; 4,089 
2015-06-03;1; 4,087 
2015-06-03;2; 4,020 
2015-06-03;3; 3,968 
2015-06-03;4; 3,928 
2015-06-03;5; 3,841 
2015-06-03;6; 3,746 
2015-06-03;7; 3,653 
2015-06-03;8; 3,560 
2015-06-03;9; 3,496 
2015-06-03;10; 3,485 
2015-06-03;11; 3,564 
2015-06-03;12; 3,005 
2015-06-03;13; 4,197 
2015-06-03;14; 4,422 
2015-06-03;15; 4,746 
2015-06-03;16; 5,034 
2015-06-03;17; 5,051 
2015-06-03;18; 5,052 
2015-06-03;19; 5,050 
2015-06-03;20; 5,054 
2015-06-03;21; 5,047 
2015-06-03;22; 5,055 
2015-06-03;23; 5,057 
2015-06-03;24; 5,047 
2015-06-04;1; 5,051 
2015-06-04;2; 5,053 
2015-06-04;3; 5,054 
2015-06-04;4; 5,054 
2015-06-04;5; 5,050 
2015-06-04;6; 5,050 
2015-06-04;7; 5,050 
2015-06-04;8; 5,046 
2015-06-04;9; 5,034 
2015-06-04;10; 5,040 
2015-06-04;11; 5,043 
2015-06-04;12; 5,046 
2015-06-04;13; 5,052 
2015-06-04;14; 5,055 
2015-06-04;15; 5,055 
2015-06-04;16; 5,052 
2015-06-04;17; 5,054 
2015-06-04;18; 5,053 
2015-06-04;19; 5,057 
2015-06-04;20; 5,058 
2015-06-04;21; 5,048 
2015-06-04;22; 5,045 
2015-06-04;23; 5,047 
2015-06-04;24; 5,045 
2015-06-05;1; 5,048 
2015-06-05;2; 5,054 
2015-06-05;3; 5,056 
2015-06-05;4; 5,057 
2015-06-05;5; 5,052 
2015-06-05;6; 5,051 
2015-06-05;7; 5,047 
2015-06-05;8; 5,049 
2015-06-05;9; 5,008 
2015-06-05;10; 4,863 
2015-06-05;11; 4,748 
2015-06-05;12; 4,682 
2015-06-05;13; 4,694 
2015-06-05;14; 4,756 
2015-06-05;15; 4,873 
2015-06-05;16; 5,019 
2015-06-05;17; 5,062 
2015-06-05;18; 5,057 
2015-06-05;19; 5,051 
2015-06-05;20; 5,051 
2015-06-05;21; 5,051 
2015-06-05;22; 5,049 
2015-06-05;23; 5,053 
2015-06-05;24; 5,045 
2015-06-06;1; 5,043 
2015-06-06;2; 5,049 
2015-06-06;3; 5,050 
2015-06-06;4; 5,048 
2015-06-06;5; 5,050 
2015-06-06;6; 5,051 
2015-06-06;7; 5,050 
2015-06-06;8; 5,049 
2015-06-06;9; 5,052 
2015-06-06;10; 5,053 
2015-06-06;11; 5,061 
2015-06-06;12; 5,052 
2015-06-06;13; 5,060 
2015-06-06;14; 5,072 
2015-06-06;15; 5,068 
2015-06-06;16; 5,066 
2015-06-06;17; 5,070 
2015-06-06;18; 5,067 
2015-06-06;19; 5,071 
2015-06-06;20; 5,066 
2015-06-06;21; 5,071 
2015-06-06;22; 5,074 
2015-06-06;23; 5,075 
2015-06-06;24; 5,073 
2015-06-07;1; 5,066 
2015-06-07;2; 5,064 
2015-06-07;3; 5,068 
2015-06-07;4; 5,070 
2015-06-07;5; 5,062 
2015-06-07;6; 5,067 
2015-06-07;7; 5,071 
2015-06-07;8; 5,053 
2015-06-07;9; 5,070 
2015-06-07;10; 5,066 
2015-06-07;11; 5,065 
2015-06-07;12; 5,062 
2015-06-07;13; 5,063 
2015-06-07;14; 5,065 
2015-06-07;15; 5,075 
2015-06-07;16; 5,076 
2015-06-07;17; 5,074 
2015-06-07;18; 5,073 
2015-06-07;19; 5,073 
2015-06-07;20; 5,075 
2015-06-07;21; 5,077 
2015-06-07;22; 5,072 
2015-06-07;23; 5,069 
2015-06-07;24; 5,069 
2015-06-08;1; 5,070 
2015-06-08;2; 5,071 
2015-06-08;3; 5,072 
2015-06-08;4; 5,068 
2015-06-08;5; 5,059 
2015-06-08;6; 5,071 
2015-06-08;7; 5,069 
2015-06-08;8; 5,062 
2015-06-08;9; 5,065 
2015-06-08;10; 5,060 
2015-06-08;11; 5,066 
2015-06-08;12; 5,063 
2015-06-08;13; 5,063 
2015-06-08;14; 5,063 
2015-06-08;15; 5,069 
2015-06-08;16; 5,065 
2015-06-08;17; 5,062 
2015-06-08;18; 5,069 
2015-06-08;19; 5,063 
2015-06-08;20; 5,069 
2015-06-08;21; 5,070 
2015-06-08;22; 5,059 
2015-06-08;23; 5,063 
2015-06-08;24; 5,057 
2015-06-09;1; 5,056 
2015-06-09;2; 5,059 
2015-06-09;3; 5,058 
2015-06-09;4; 5,054 
2015-06-09;5; 5,047 
2015-06-09;6; 5,012 
2015-06-09;7; 4,862 
2015-06-09;8; 4,714 
2015-06-09;9; 4,583 
2015-06-09;10; 4,463 
2015-06-09;11; 4,334 
2015-06-09;12; 4,208 
2015-06-09;13; 4,111 
2015-06-09;14; 4,024 
2015-06-09;15; 4,009 
2015-06-09;16; 4,005 
2015-06-09;17; 4,065 
2015-06-09;18; 4,150 
2015-06-09;19; 4,262 
2015-06-09;20; 4,408 
2015-06-09;21; 4,563 
2015-06-09;22; 4,707 
2015-06-09;23; 4,834 
2015-06-09;24; 4,939 
2015-06-10;1; 5,018 
2015-06-10;2; 5,043 
2015-06-10;3; 5,051 
2015-06-10;4; 5,051 
2015-06-10;5; 5,050 
2015-06-10;6; 5,053 
2015-06-10;7; 5,054 
2015-06-10;8; 5,055 
2015-06-10;9; 5,054 
2015-06-10;10; 5,055 
2015-06-10;11; 5,056 
2015-06-10;12; 5,062 
2015-06-10;13; 5,065 
2015-06-10;14; 5,067 
2015-06-10;15; 5,069 
2015-06-10;16; 5,065 
2015-06-10;17; 5,064 
2015-06-10;18; 5,058 
2015-06-10;19; 5,058 
2015-06-10;20; 5,063 
2015-06-10;21; 5,062 
2015-06-10;22; 5,061 
2015-06-10;23; 5,065 
2015-06-10;24; 5,064 
2015-06-11;1; 5,071 
2015-06-11;2; 5,076 
2015-06-11;3; 5,075 
2015-06-11;4; 5,078 
2015-06-11;5; 5,074 
2015-06-11;6; 5,074 
2015-06-11;7; 5,068 
2015-06-11;8; 5,070 
2015-06-11;9; 5,057 
2015-06-11;10; 5,059 
2015-06-11;11; 5,060 
2015-06-11;12; 5,065 
2015-06-11;13; 5,069 
2015-06-11;14; 5,072 
2015-06-11;15; 5,075 
2015-06-11;16; 5,066 
2015-06-11;17; 5,066 
2015-06-11;18; 5,072 
2015-06-11;19; 5,071 
2015-06-11;20; 5,070 
2015-06-11;21; 5,065 
2015-06-11;22; 5,071 
2015-06-11;23; 5,065 
2015-06-11;24; 5,065 
2015-06-12;1; 5,064 
2015-06-12;2; 5,066 
2015-06-12;3; 5,070 
2015-06-12;4; 5,067 
2015-06-12;5; 5,067 
2015-06-12;6; 5,069 
2015-06-12;7; 5,066 
2015-06-12;8; 5,068 
2015-06-12;9; 5,069 
2015-06-12;10; 5,072 
2015-06-12;11; 4,767 
2015-06-12;12; 0,248 
2015-06-12;13; 2,430 
2015-06-12;14; 5,072 
2015-06-12;15; 5,082 
2015-06-12;16; 5,081 
2015-06-12;17; 5,081 
2015-06-12;18; 5,083 
2015-06-12;19; 5,080 
2015-06-12;20; 5,079 
2015-06-12;21; 5,077 
2015-06-12;22; 5,074 
2015-06-12;23; 5,076 
2015-06-12;24; 5,076 
2015-06-13;1; 5,082 
2015-06-13;2; 5,084 
2015-06-13;3; 5,080 
2015-06-13;4; 5,076 
2015-06-13;5; 5,074 
2015-06-13;6; 5,074 
2015-06-13;7; 5,074 
2015-06-13;8; 5,076 
2015-06-13;9; 5,071 
2015-06-13;10; 5,069 
2015-06-13;11; 5,068 
2015-06-13;12; 5,073 
2015-06-13;13; 5,074 
2015-06-13;14; 5,068 
2015-06-13;15; 5,071 
2015-06-13;16; 5,073 
2015-06-13;17; 5,076 
2015-06-13;18; 5,083 
2015-06-13;19; 5,071 
2015-06-13;20; 5,063 
2015-06-13;21; 5,071 
2015-06-13;22; 5,067 
2015-06-13;23; 5,072 
2015-06-13;24; 5,071 
2015-06-14;1; 5,062 
2015-06-14;2; 5,063 
2015-06-14;3; 5,063 
2015-06-14;4; 5,064 
2015-06-14;5; 5,062 
2015-06-14;6; 5,062 
2015-06-14;7; 5,062 
2015-06-14;8; 5,041 
2015-06-14;9; 5,058 
2015-06-14;10; 5,058 
2015-06-14;11; 5,055 
2015-06-14;12; 5,006 
2015-06-14;13; 4,884 
2015-06-14;14; 4,806 
2015-06-14;15; 4,754 
2015-06-14;16; 4,758 
2015-06-14;17; 4,790 
2015-06-14;18; 4,820 
2015-06-14;19; 4,817 
2015-06-14;20; 4,815 
2015-06-14;21; 4,803 
2015-06-14;22; 4,781 
2015-06-14;23; 4,724 
2015-06-14;24; 4,639 
2015-06-15;1; 4,573 
2015-06-15;2; 4,474 
2015-06-15;3; 4,371 
2015-06-15;4; 4,262 
2015-06-15;5; 4,148 
2015-06-15;6; 4,047 
2015-06-15;7; 3,937 
2015-06-15;8; 3,830 
2015-06-15;9; 3,732 
2015-06-15;10; 3,631 
2015-06-15;11; 3,533 
2015-06-15;12; 3,456 
2015-06-15;13; 3,403 
2015-06-15;14; 3,371 
2015-06-15;15; 3,380 
2015-06-15;16; 3,401 
2015-06-15;17; 3,469 
2015-06-15;18; 3,557 
2015-06-15;19; 3,629 
2015-06-15;20; 3,666 
2015-06-15;21; 3,691 
2015-06-15;22; 3,715 
2015-06-15;23; 3,579 
2015-06-15;24; 2,670 
2015-06-16;1; 2,666 
2015-06-16;2; 2,666 
2015-06-16;3; 2,667 
2015-06-16;4; 2,663 
2015-06-16;5; 2,666 
2015-06-16;6; 2,663 
2015-06-16;7; 3,066 
2015-06-16;8; 3,181 
2015-06-16;9; 3,053 
2015-06-16;10; 2,966 
2015-06-16;11; 2,897 
2015-06-16;12; 2,839 
2015-06-16;13; 2,818 
2015-06-16;14; 2,839 
2015-06-16;15; 2,929 
2015-06-16;16; 3,107 
2015-06-16;17; 3,364 
2015-06-16;18; 3,623 
2015-06-16;19; 3,847 
2015-06-16;20; 4,064 
2015-06-16;21; 4,215 
2015-06-16;22; 4,291 
2015-06-16;23; 3,221 
2015-06-16;24; 0,795 
2015-06-17;1; 0,799 
2015-06-17;2; 0,802 
2015-06-17;3; 0,802 
2015-06-17;4; 1,770 
2015-06-17;5; 4,014 
2015-06-17;6; 3,802 
2015-06-17;7; 3,677 
2015-06-17;8; 3,584 
2015-06-17;9; 3,527 
2015-06-17;10; 3,507 
2015-06-17;11; 3,432 
2015-06-17;12; 3,379 
2015-06-17;13; 3,354 
2015-06-17;14; 3,331 
2015-06-17;15; 3,322 
2015-06-17;16; 3,342 
2015-06-17;17; 3,413 
2015-06-17;18; 3,524 
2015-06-17;19; 3,677 
2015-06-17;20; 3,866 
2015-06-17;21; 4,054 
2015-06-17;22; 4,238 
2015-06-17;23; 4,421 
2015-06-17;24; 4,566 
2015-06-18;1; 4,671 
2015-06-18;2; 4,733 
2015-06-18;3; 4,770 
2015-06-18;4; 4,793 
2015-06-18;5; 4,804 
2015-06-18;6; 4,806 
2015-06-18;7; 4,794 
2015-06-18;8; 4,772 
2015-06-18;9; 4,735 
2015-06-18;10; 4,693 
2015-06-18;11; 4,658 
2015-06-18;12; 4,626 
2015-06-18;13; 4,618 
2015-06-18;14; 4,640 
2015-06-18;15; 4,702 
2015-06-18;16; 4,802 
2015-06-18;17; 4,910 
2015-06-18;18; 5,001 
2015-06-18;19; 5,034 
2015-06-18;20; 5,045 
2015-06-18;21; 5,048 
2015-06-18;22; 5,056 
2015-06-18;23; 5,057 
2015-06-18;24; 5,051 
2015-06-19;1; 5,057 
2015-06-19;2; 5,059 
2015-06-19;3; 5,053 
2015-06-19;4; 5,050 
2015-06-19;5; 5,048 
2015-06-19;6; 5,010 
2015-06-19;7; 4,900 
2015-06-19;8; 4,803 
2015-06-19;9; 4,707 
2015-06-19;10; 4,622 
2015-06-19;11; 4,554 
2015-06-19;12; 4,515 
2015-06-19;13; 4,516 
2015-06-19;14; 4,560 
2015-06-19;15; 4,652 
2015-06-19;16; 4,799 
2015-06-19;17; 4,961 
2015-06-19;18; 5,044 
2015-06-19;19; 5,046 
2015-06-19;20; 5,052 
2015-06-19;21; 5,059 
2015-06-19;22; 5,059 
2015-06-19;23; 5,055 
2015-06-19;24; 5,050 
2015-06-20;1; 5,053 
2015-06-20;2; 5,061 
2015-06-20;3; 5,058 
2015-06-20;4; 5,057 
2015-06-20;5; 5,048 
2015-06-20;6; 5,049 
2015-06-20;7; 5,053 
2015-06-20;8; 5,048 
2015-06-20;9; 4,942 
2015-06-20;10; 4,808 
2015-06-20;11; 4,729 
2015-06-20;12; 4,702 
2015-06-20;13; 4,742 
2015-06-20;14; 4,902 
2015-06-20;15; 5,039 
2015-06-20;16; 5,067 
2015-06-20;17; 5,069 
2015-06-20;18; 5,070 
2015-06-20;19; 5,071 
2015-06-20;20; 5,068 
2015-06-20;21; 5,069 
2015-06-20;22; 5,070 
2015-06-20;23; 5,070 
2015-06-20;24; 5,068 
2015-06-21;1; 5,060 
2015-06-21;2; 5,066 
2015-06-21;3; 5,069 
2015-06-21;4; 5,067 
2015-06-21;5; 5,064 
2015-06-21;6; 5,064 
2015-06-21;7; 5,061 
2015-06-21;8; 5,064 
2015-06-21;9; 5,061 
2015-06-21;10; 5,056 
2015-06-21;11; 5,051 
2015-06-21;12; 5,059 
2015-06-21;13; 5,063 
2015-06-21;14; 5,065 
2015-06-21;15; 5,069 
2015-06-21;16; 5,077 
2015-06-21;17; 5,079 
2015-06-21;18; 5,084 
2015-06-21;19; 5,082 
2015-06-21;20; 5,083 
2015-06-21;21; 5,085 
2015-06-21;22; 5,080 
2015-06-21;23; 5,076 
2015-06-21;24; 5,069 
2015-06-22;1; 5,069 
2015-06-22;2; 5,071 
2015-06-22;3; 5,070 
2015-06-22;4; 5,071 
2015-06-22;5; 5,071 
2015-06-22;6; 5,070 
2015-06-22;7; 5,069 
2015-06-22;8; 5,040 
2015-06-22;9; 5,060 
2015-06-22;10; 5,062 
2015-06-22;11; 5,067 
2015-06-22;12; 5,068 
2015-06-22;13; 5,068 
2015-06-22;14; 5,068 
2015-06-22;15; 5,077 
2015-06-22;16; 5,080 
2015-06-22;17; 5,081 
2015-06-22;18; 5,071 
2015-06-22;19; 5,070 
2015-06-22;20; 5,078 
2015-06-22;21; 5,073 
2015-06-22;22; 5,067 
2015-06-22;23; 3,175 
2015-06-22;24; 2,687 
2015-06-23;1; 2,690 
2015-06-23;2; 2,689 
2015-06-23;3; 2,691 
2015-06-23;4; 2,688 
2015-06-23;5; 2,689 
2015-06-23;6; 2,687 
2015-06-23;7; 2,689 
2015-06-23;8; 3,338 
2015-06-23;9; 5,060 
2015-06-23;10; 5,067 
2015-06-23;11; 5,060 
2015-06-23;12; 5,063 
2015-06-23;13; 5,066 
2015-06-23;14; 5,062 
2015-06-23;15; 5,057 
2015-06-23;16; 5,054 
2015-06-23;17; 5,060 
2015-06-23;18; 5,060 
2015-06-23;19; 5,062 
2015-06-23;20; 5,061 
2015-06-23;21; 5,062 
2015-06-23;22; 5,064 
2015-06-23;23; 5,063 
2015-06-23;24; 5,062 
2015-06-24;1; 5,062 
2015-06-24;2; 5,060 
2015-06-24;3; 5,060 
2015-06-24;4; 5,057 
2015-06-24;5; 5,055 
2015-06-24;6; 5,055 
2015-06-24;7; 5,056 
2015-06-24;8; 5,059 
2015-06-24;9; 5,050 
2015-06-24;10; 5,031 
2015-06-24;11; 4,917 
2015-06-24;12; 4,782 
2015-06-24;13; 4,674 
2015-06-24;14; 4,595 
2015-06-24;15; 4,555 
2015-06-24;16; 4,528 
2015-06-24;17; 4,542 
2015-06-24;18; 4,590 
2015-06-24;19; 4,675 
2015-06-24;20; 4,753 
2015-06-24;21; 4,807 
2015-06-24;22; 4,862 
2015-06-24;23; 4,901 
2015-06-24;24; 4,900 
2015-06-25;1; 4,865 
2015-06-25;2; 4,847 
2015-06-25;3; 4,796 
2015-06-25;4; 4,739 
2015-06-25;5; 4,678 
2015-06-25;6; 4,616 
2015-06-25;7; 4,539 
2015-06-25;8; 4,459 
2015-06-25;9; 4,371 
2015-06-25;10; 4,279 
2015-06-25;11; 4,211 
2015-06-25;12; 4,150 
2015-06-25;13; 4,099 
2015-06-25;14; 4,098 
2015-06-25;15; 4,152 
2015-06-25;16; 4,239 
2015-06-25;17; 4,343 
2015-06-25;18; 4,477 
2015-06-25;19; 4,616 
2015-06-25;20; 4,725 
2015-06-25;21; 4,805 
2015-06-25;22; 4,838 
2015-06-25;23; 4,838 
